year,artists,danceability,explicit,id,loudness,name,popularity,release_date,speechiness
2002,['nappy roots'],0.764,1,6ttNMmXcEXz4G8PUs4Atpx,-4.697,country boyz,0,2002-02-26,0.141
2000,['linkin park'],0.544,0,0YvLVwdVZlnSjqfetfZcEi,-4.159,by myself,0,2000-10-24,0.17300000000000001
2005,['juelz santana'],0.7559999999999999,1,3eY3wZJPHwVtD4TM518Ov6,-5.1,oh yes,0,2005-01-01,0.233
2010,"['anaïs mitchell', 'justin vernon']",0.501,0,2rT9gcryOWT1GwMcxZYkFM,-8.677,wedding song,0,2010-04-26,0.0353
2019,"['liam payne', 'quavo']",0.873,0,29JrmE89KgRyCxBIzq2Ocw,-5.4460000000000015,strip that down (feat. quavo),1,2019-12-06,0.0518
2019,"['jasiah', 'yung bans']",0.77,1,6Js9pKLTyVw7xZQ1MIjkVo,-4.724,shenanigans (feat. yung bans),1,2019-07-19,0.22
2014,"['usher', 'juicy j']",0.87,1,7aXuop4Qambx5Oi3ynsKQr,-8.337,i don't mind (feat. juicy j),1,2014-11-21,0.17800000000000002
2013,['nils frahm'],0.217,0,5626KdflSKfeDK7RJQfSrE,-12.790999999999999,says,1,2013-11-18,0.0324
2020,"['zhu', '24kgoldn']",0.746,1,5QUbOFOkbDlt4ZY7bdL4Am,-4.796,i admit it (feat. 24kgoldn),1,2020-11-06,0.0345
2005,['as i lay dying'],0.27899999999999997,0,7eWuBTL35BSBBiIjWJk0KB,-4.578,confined,0,2005,0.0992
2013,"['tyler, the creator']",0.368,1,6rqj2zeKhLy3exkuFi6mSz,-6.465,answer,1,2013-04-01,0.0487
2010,"['kid cudi', 'mary j. blige']",0.569,1,2XQKestqcKNAxnmo5hh3Yo,-6.0920000000000005,these worries,0,2010-11-09,0.0303
2001,['andrew w.k.'],0.395,0,74yxx7JQEElkvjkJCwvt2M,-3.2,ready to die,1,2001-01-01,0.0459
2013,['bts'],0.7190000000000001,0,2BNuFV7ROaRHu2j3N6k729,-2.555,attack on bangtan,1,2013-09-11,0.265
2015,['united pursuit'],0.45299999999999996,0,1laUzJ0NBV7iwWCcquCxcN,-11.12,simple gospel (live),1,2015-08-14,0.0276
2009,['michael giacchino'],0.256,0,19blFYzqmPj7FtW7W4DFEl,-34.385999999999996,stuff we did,1,2009-01-01,0.0427
2009,['foo fighters'],0.426,0,3KsatAMRt1a7iryhWt5I8U,-4.709,wheels,1,2009-11-03,0.0374
2014,['justin bieber'],0.696,0,70XP39KE8vTgxtRXcwfxJA,-5.567,all that matters,1,2014-05-13,0.0424
2010,['conjunto atardecer'],0.518,0,7jgcbgPg5kYurA0vgB82Ku,-3.782,olvídala,0,2010-04-06,0.0404
2017,['iu'],0.804,0,3y7ByLZ05tluscOTRgEJ9Y,-3.81,palette (feat. g-dragon),1,2017-04-21,0.2
2005,['armor for sleep'],0.33899999999999997,0,5qAKEQvEMo2TAjOq7qbRsK,-4.628,the truth about heaven,0,2005,0.0786
2000,['limp bizkit'],0.6,0,6Zj3YsYfj8YTY9aGMDnpn8,-3.615,hot dog,1,2000-10-17,0.0701
2015,['alabama shakes'],0.606,1,6q0lIjDSuZDhrg9GC9yUQO,-3.292,don't wanna fight,1,2015-04-21,0.166
2009,['brantley gilbert'],0.515,0,3s8Yv5UKP0l331z1OWKJIT,-13.857999999999999,picture on the dashboard,0,2009-01-01,0.044000000000000004
2004,['mf doom'],0.7659999999999999,1,3Dq34CufmxmXjGXAwVktxq,-8.331,kookies,0,2004-11-16,0.312
2002,['meshuggah'],0.514,0,1BrgMKcTfNFNVDIIp3d6N8,-5.086,rational gaze,0,2002-09-16,0.13699999999999998
2005,['ambrosia'],0.498,0,0CWD6Vq8az9trL6L5IyrIj,-8.052999999999999,biggest part of me,0,2005-04-19,0.05
2011,['gary clark jr.'],0.7340000000000001,0,2HF9OydUs28eTuiVUjQYdT,-9.47,things are changin' - solo acoustic; live,0,2011-08-08,0.0375
2018,['jojo'],0.491,0,6nIcGJK6Pj1ThzC6r8O8hA,-4.399,leave (get out) - 2018,1,2018-12-21,0.0432
2015,['kendrick lamar'],0.541,1,3ODXRUPL44f04cCacwiCLC,-4.2860000000000005,i,1,2015-03-16,0.324
2011,"['victorious cast', 'victoria justice', 'leon thomas iii']",0.69,0,15Bj2mnFiEdDEoOcnLvEcX,-2.576,tell me that you love me (feat. victoria justice & leon thomas iii),1,2011-08-01,0.0474
2014,['set it off'],0.6779999999999999,0,7i9q0VPbENCoYnJUsJhX9d,-4.742,duality,0,2014-10-14,0.0591
2000,['the white stripes'],0.44799999999999995,0,6OqZHxZHTJ1PHgK7KQZDLw,-10.613,i'm bound to pack it up,0,2000-06-20,0.0349
2000,['erykah badu'],0.8059999999999999,0,4m0s3qbEpDu5OMGu0emD1O,-10.540999999999999,kiss me on my neck,0,2000-10-31,0.24100000000000002
2016,['jon pardi'],0.63,0,0bPnT6i9H1p8Vd85GS6Z7I,-3.5639999999999996,night shift,1,2016-05-13,0.0284
2016,"['laserkraft 3d', 'max mostley', 'falko niestolik']",0.736,0,7DjQp8fvEkmbhkWwo0xv1Z,-3.153,blacklight district - falko niestolik remix,0,2016-01-08,0.136
2014,['i prevail'],0.5,1,2KfdXkLFx4Zfzt4xG1RQGz,-5.072,"love, lust, and liars",0,2014-12-16,0.165
2006,['raulin rodriguez'],0.9309999999999999,0,5wsJ8UlGeXBKozC52hC2A4,-2.863,ay hombre,0,2006,0.0386
2007,['yusuf / cat stevens'],0.48,0,1ykYncbYWgaHapHMJWyGqi,-9.875,wild world,0,2007-01-01,0.0373
2020,['lil uzi vert'],0.775,1,3kW4z2pIj5VY5fLjBrMRL5,-5.353,p2,1,2020-03-06,0.193
2019,['badda td'],0.7140000000000001,1,6QvyfLvUcofPUutW04Vcc1,-8.709,picture i paint,1,2019-06-23,0.332
2012,['the civil wars'],0.532,0,4zzi2eD2cEPpQ3a307mPPj,-8.524,billie jean,1,2012,0.0668
2011,['hopsin'],0.81,1,1OFDvjJmTYtvLk2jX9Ltc7,-9.63,ill mind of hopsin 4,0,2011-07-18,0.359
2008,['haruka tomatsu'],0.568,0,4QH5Dw1Rmzf3czMvsHRD7B,-1.577,courage,1,2008,0.0446
2010,['kid cudi'],0.6709999999999999,0,393MDhe62s8hbH8ETrlxe5,-8.689,mr. rager,1,2010-11-09,0.0272
2001,"[""destiny's child""]",0.84,0,41nT1Sp6ChR65FbsdLlFHW,-4.386,bootylicious,1,2001-05-01,0.275
2002,['the mountain goats'],0.713,0,7hdUxFqRnuX6j1xNu6eQ9B,-6.566,see america right,0,2002,0.0395
2008,"[""jack's mannequin""]",0.311,0,08hh1QNXTUJ6cD9zEZ798r,-5.995,swim,0,2008-09-29,0.115
2014,['william fitzsimmons'],0.502,0,5UcsxVPmXd974EkMtowmNV,-23.684,fortune - acoustic,1,2014-08-05,0.0356
2005,"['fort minor', 'john legend']",0.743,1,2YdrFOfNZeKdQOUYw9duoA,-4.525,high road (feat. john legend),0,2005-11-21,0.0649
2007,['eddie vedder'],0.478,0,4lxGVzcUaSF5HW5jtWnShV,-13.062000000000001,long nights,1,2007-09-18,0.0306
2002,['lemon jelly'],0.599,0,5eS6dUL1WjRbAwZqvEBA0H,-6.537999999999999,ramblin' man,0,2002-10-07,0.0263
2009,['five finger death punch'],0.37799999999999995,1,0U3aP0QocitGhyqIZOfe4R,-3.855,crossing over,0,2009-09-22,0.0639
2007,['blest'],0.527,0,7oQZ8IF4QF9vjrPD9u0p34,-8.757,tu eres mi respirar,0,2007-07-26,0.0268
2003,['los bukis'],0.667,0,0BgKO3jvcTWhJ8Y8egyAn1,-15.884,navidad sin ti,1,2003-01-01,0.0331
2016,"['solange', 'sampha']",0.823,1,2TyCAfhwu5tRqFW8VnGMIL,-7.061,don't touch my hair (feat. sampha),1,2016-09-30,0.0557
2004,['machinae supremacy'],0.254,0,1mD0LxzCdfathf6j7xMp7b,-6.114,player one,0,2004-05-01,0.0799
2016,"['post malone', 'kehlani']",0.4970000000000001,1,7MTIDmToGs0I5Oue9V0CHl,-8.075,feel,1,2016-12-09,0.0585
2003,['madlib'],0.78,0,6e6lDhigjHGm6zQM3C1ezN,-9.842,mystic bounce,0,2003-06-24,0.195
2011,"['valentin silvestrov', 'duo gazzana']",0.0694,0,1d1FNmfO3dFlH8873yNFX3,-35.45,five pieces for violin and piano: i. elegia (andante larghetto),0,2011-09-23,0.0482
2004,"['sakis papadimitriou', 'georgia sylleou']",0.29100000000000004,0,1cP0v5pCJtBlcuIOa6xSZ7,-15.417,mourmouriko,0,2004-03-01,0.0458
2018,"['darell', 'casper magico', 'nio garcia', 'nicky jam', 'ozuna', 'bad bunny']",0.9179999999999999,0,42FWqCxAw5aG1FvjyVjIlH,-3.986,te boté,1,2018-04-20,0.115
2017,['zach williams'],0.467,0,17GmwQ9Q3MTAz05OokmNNB,-5.0760000000000005,chain breaker,1,2017-09-15,0.0327
2001,"['p!nk', 'steven tyler']",0.34700000000000003,0,7xivQxGKQqbCRaz93HSzv1,-6.4220000000000015,misery (with steven tyler),0,2001,0.0479
2011,['banda el recodo'],0.593,0,1F6BAyY4iIzHiZCnUIZDbn,-4.813,la mejor de todas,1,2011-01-01,0.0294
2010,['shakira'],0.698,0,1DJxR9NMQ14fv1WK0pHodt,-5.925,sale el sol,1,2010-10-19,0.0293
2006,"['rick ross', 'jay-z', 'jeezy']",0.6629999999999999,1,3ONiTtfQtVjcUq0Cz8bPLJ,-5.483,hustlin' - remix,0,2006-01-01,0.16699999999999998
2004,['irma thomas'],0.389,0,6L2woktiAuW35BrcROmhW5,-11.868,anyone who knows what love is (will understand),1,2004-01-01,0.0393
2019,['5 seconds of summer'],0.7490000000000001,0,26wLOs3ZuHJa2Ihhx6QIE6,-2.9610000000000003,teeth,1,2019-08-23,0.0416
2009,['wardruna'],0.46399999999999997,0,4S5ZWHJlTLXSGQpMsYI3pT,-17.613,heimta thurs,0,2009-01-19,0.0294
2010,['josh thompson'],0.389,0,3E9kjnz0hjlCAaNkpDAJLG,-5.465,way out here,0,2010-02-22,0.0308
2007,['elvis presley'],0.6459999999999999,0,0HxW0WWidM937oF7IpWERb,-6.356,burning love,0,2007,0.0356
2008,['el güero y su banda centenario'],0.7190000000000001,0,1OdvzYq6mwnALj4lqaoFk6,-5.7829999999999995,ven tu,0,2008-09-19,0.0318
2020,"['jxdn', 'iann dior']",0.501,0,6Tsro9u5bnTJxFjuzuNA7R,-6.56,tonight (feat. iann dior),1,2020-10-21,0.0466
2009,['empire of the sun'],0.87,0,0mBkoM8r7KAQzZij5swTUL,-5.541,walking on a dream,1,2009-02-23,0.0459
2005,['the click five'],0.5710000000000001,0,1JURww012QnWAw0zZXi6Aa,-1.6,just the girl,1,2005-08-08,0.0395
2006,['charley pride'],0.684,0,0alXPC11fIucBFD6qcCE94,-10.835999999999999,kiss an angel good mornin',0,2006-05-08,0.03
2019,"['dreamville', 'bas', 'jid', 'guapdad 4000', 'reese laflare', 'jace', 'mez', 'smokepurpp', 'buddy', 'ski mask the slump god']",0.642,1,5WnfnSpuNEGXyEt78PBA6d,-6.312,"costa rica (with bas & jid feat. guapdad 4000, reese laflare, jace, mez, smokepurpp, buddy & ski mask the slump god)",1,2019-07-05,0.428
2003,['petula clark'],0.304,0,19bB1aXA6XcATDhWwQFoWN,-8.062999999999999,this is my song,0,2003-04-11,0.0285
2004,"['diddy', '50 cent', 'busta rhymes', 'lloyd banks', 'the notorious b.i.g.']",0.5720000000000001,0,2Yslb5NGqlZ8dC94ARxivO,-5.4079999999999995,"victory 2004 (feat. notorious b.i.g., busta rhymes, 50 cent & lloyd banks)",0,2004-03-09,0.33299999999999996
2008,['the hates'],0.332,0,79XEW3eRhHf7Q0ZzHhg2Cm,-3.865,don't push me around,0,2008-01-01,0.0889
2017,['ro james'],0.6629999999999999,1,3gx6E5B42WHKf5agVWQAf2,-4.121,permission,1,2017-03-29,0.0545
2006,['danny elfman'],0.409,0,3ksu00d3upBmtytFqdBpeD,-23.868000000000002,nabbed,0,2006-01-01,0.0385
2016,['lund'],0.741,1,3BIc6CjDJxm6P1qCls2nKa,-15.505,alone,1,2016-10-23,0.0812
2015,['los huracanes del norte'],0.8909999999999999,0,1PKoT3dROitNnZQch89TgT,-9.798,el gato de chihuahua,1,2015-02-20,0.0887
2010,['jason aldean'],0.359,0,2SEsRxNSXidnMOZoTEzX1k,-4.404,tattoos on this town,1,2010-11-02,0.0438
2014,['rise against'],0.23600000000000002,0,6qtg4gz3DhqOHL5BHtSQw8,-3.98,i don’t want to be here anymore,1,2014-01-01,0.0987
2012,['the beach boys'],0.385,0,6VojZJpMyuKClbwyilWlQj,-6.975,wouldn't it be nice,1,2012-01-01,0.0342
2000,['intocable'],0.426,0,2Ku6P1U8QkOQcLEXTRxygX,-6.1739999999999995,enséñame a olvidarte,1,2000-01-01,0.231
2016,['christian leave'],0.608,0,6VrAgFXBbRX2PkT92lAoKK,-7.2010000000000005,can't help falling in love,1,2016-07-01,0.0329
2010,['little big town'],0.667,0,0f73zOCdBx6ZPdiBjwN1AP,-4.797,little white church,1,2010-01-01,0.0445
2004,['trans-siberian orchestra'],0.6809999999999999,0,3dvhNq0P4rNaFqmj21jKF5,-7.067,wizards in winter - instrumental,1,2004-10-12,0.0306
2015,"['martin solveig', 'good times ahead']",0.792,0,0dbQ4h3cs8QE5fOPMYdDrX,-4.008,intoxicated - radio edit,1,2015-10-02,0.0386
2005,['3 doors down'],0.591,0,4WuuMrsyFVUciCMCpVjFrM,-7.626,here by me,0,2005-01-01,0.0274
2016,['wünsche'],0.6,0,3fI1DEUK7gml9W6iFntNel,-18.176,sunday vibes,1,2016,0.466
2014,['ed sheeran'],0.767,0,2VmA7bm5ECiYZfw7x4Nzku,-7.1579999999999995,runaway,1,2014-06-21,0.0364
2020,['los dos carnales'],0.7190000000000001,0,53PoPAD389bBE4ePYuT95g,-5.3260000000000005,el envidioso,1,2020-07-10,0.0909
2003,"['the isley brothers', 'ronald isley', 'js']",0.885,0,49tWof27WWs9foa8l8Ch0z,-8.324,busted,0,2003-01-01,0.0599
2018,"['sadboyprolific', 'ivri']",0.87,1,6tAqYm2Wcy2yrPixShJMS6,-14.15,alone,1,2018-11-10,0.439
2012,['passion pit'],0.56,0,3p9x4bK5bwmgXE6POMvOp0,-4.466,constant conversations,0,2012-07-23,0.0675
2012,"['macklemore & ryan lewis', 'wanz']",0.7809999999999999,1,4YMqbFcDIFiCBd02PzUBcM,-6.985,thrift shop (feat. wanz),1,2012-10-10,0.293
2016,['bigbang'],0.648,0,4a1FFgdBIbAvyn4d40YAPZ,-4.251,loser,1,2016-12-13,0.0937
2017,['taylor swift'],0.574,0,5PxFv9yJEg9dxvbZggykro,-7.282999999999999,so it goes...,1,2017-11-10,0.0732
2014,['trevor morris'],0.418,0,0ZxF4MFrFmi4agsWGQKKrn,-12.674000000000001,dragon age inquisition theme,1,2014-11-17,0.0523
2008,['tobymac'],0.5710000000000001,0,2lWAP3l4ILsjy11jsX49Ys,-3.353,made to love,0,2008-01-01,0.0574
2002,['fabian gomez'],0.7070000000000001,0,0lupD4hTJaH9h3SHMGymIK,-9.216000000000001,y como quieres que te quiera,0,2002-06-03,0.039
2015,['stitches'],0.778,1,4a17WC0Cf5hSKFD6ts57mk,-5.269,molly cyrus,1,2015-03-31,0.214
2011,['m83'],0.408,0,6XDFFeinPXgy3auyC7huoC,-6.843999999999999,intro,0,2011,0.0316
2001,['the strokes'],0.722,0,3iiObSfkcBsETljmSB4Hcs,-8.107000000000001,when it started,0,2001-07-30,0.0328
2012,['wookiefoot'],0.643,0,3k3veGWR8xhy8tTnTQndAH,-7.055,just visiting,0,2012-10-16,0.0423
2012,['die antwoord'],0.883,1,0DlgK6jvsAK8eaaWg6k22q,-4.9639999999999995,fatty boom boom,1,2012-01-31,0.21100000000000002
2018,"['kids see ghosts', 'yasiin bey']",0.841,1,2I3dW2dCBZAJGj5X21E53k,-7.0070000000000014,kids see ghosts,1,2018-06-08,0.0458
2012,"['vinicio melis', 'vincenzo battaglia']",0.742,0,4sF8j3txKhoGUvMJDUH59z,-6.072,horny stab - original mix,0,2012-12-31,0.115
2020,"['gabby barrett', 'charlie puth']",0.5539999999999999,0,5cYFwgA5dHoqR3xGnlr9ew,-6.495,i hope (feat. charlie puth),1,2020-06-19,0.0399
2004,['ray lamontagne'],0.691,0,47AcSD50nYxgg99swhR8uK,-11.645999999999999,how come,0,2004-08-15,0.0315
2011,['cage the elephant'],0.693,0,3bpV86Ui1ND9aRU5uhQRRX,-5.22,always something,0,2011-01-10,0.0437
2011,"['jay-z', 'kanye west', 'frank ocean', 'the-dream']",0.654,1,7r6PigmGzlB3YPB7wvBBbi,-7.508999999999999,no church in the wild,0,2011-08-08,0.105
2014,['the beatles'],0.521,0,6EOKwO6WaLal58MSsi6U4W,-7.117999999999999,eleanor rigby,1,2014-01-01,0.0356
2019,['sassydee'],0.7040000000000001,0,3ANSi2lwCYm2pr8eRYdcle,-9.062999999999999,"thank u, next",0,2019-12-13,0.222
2003,['blink-182'],0.317,1,1KcmugpUozu6Llj3p5Qboa,-6.1720000000000015,obvious,0,2003-11-01,0.08
2020,"['megan thee stallion', 'beyoncé']",0.8220000000000001,1,5v4GgrXPMghOnBBLmveLac,-4.772,savage remix (feat. beyoncé),1,2020-04-29,0.28
2004,"['nas', 'olu dara']",0.5489999999999999,0,5h3xoQzVec6OCtzFuuafw7,-7.138999999999999,bridging the gap (feat. olu dara),0,2004-11-30,0.4270000000000001
2010,['fitz and the tantrums'],0.696,0,4PwwyZBEkHcm4OTJThCzXi,-3.713,moneygrabber,0,2010-08-24,0.0291
2017,['aaron lansing'],0.397,0,1JoAjYaI3zvhXVx41HH7Fc,-22.308000000000003,naive spin,1,2017-10-20,0.0392
2001,['john williams'],0.159,0,15HDD8NNnaehHObrpu6pY7,-21.904,mr. longbottom flies,0,2001-10-30,0.0367
2012,['miguel'],0.625,0,3trS6e40JCVUOpPVt5OdHj,-5.693,adorn,0,2012-10-02,0.175
2011,['little big town'],0.401,0,1Sy02nPPdLINtwYBna6CAs,-11.854000000000001,have yourself a merry little christmas,0,2011-01-01,0.0372
2003,['stacie orrico'],0.58,0,2x5qF66rFO6DERBMNkQAqn,-3.785,(there's gotta be) more to life,1,2003-01-01,0.0957
2018,['weathers'],0.397,1,17weS3aO2oaGYJ9Q9yM56X,-3.386,i'm not ok,1,2018-06-22,0.0639
2014,['pia mia'],0.45799999999999996,0,6fhWH0doyn7cSOgjgsuLPh,-6.8370000000000015,"hold on, we're going home",1,2014-01-01,0.0969
2005,['silverstein'],0.434,0,6pa830TqTW4EQdsxVV2goe,-3.177,smile in your sleep,1,2005,0.18
2010,"['miami horror', 'alan palomo']",0.667,0,4Kpdf1SGJv5MnxmCTlkJC5,-3.792,holidays (feat. alan palomo),0,2010-08-20,0.0526
2012,['chris brown'],0.594,0,1RMRkCn07y2xtBip9DzwmC,-5.7920000000000025,turn up the music,1,2012-07-03,0.102
2009,['nino segarra'],0.782,0,2UpoA15YFW9ItA8BjXUOJg,-4.752,entre la espada y la pared,1,2009-12-08,0.0363
2007,"['yoko ono', 'palumbo of the brothers brothers', 'john palumbo']",0.61,0,1ZEsbgte9LRHyOypNTitnP,-3.4930000000000003,"yes, i'm a witch",0,2007-01-01,0.0525
2007,['linkin park'],0.623,0,18lR4BzEs7e3qzc0KVkTpU,-5.285,what i've done,1,2007-05-14,0.0324
2019,['hozier'],0.521,0,37zuIvk4KBkAxxLJsxJaHq,-6.032,would that i,1,2019-03-01,0.0281
2012,"['dj khaled', 'kanye west', 'rick ross']",0.705,1,0n0HybfiBU3YDQNVtWugtm,-1.311,i wish you would,0,2012-01-01,0.0504
2020,['bruno major'],0.555,0,2IAR0DziHCjSu16gR4ihvy,-15.892000000000001,nothing,1,2020-06-05,0.0884
2006,"['the citizens of halloween', 'danny elfman']",0.5589999999999999,0,60lpxsz5DjjZAChH8dzFDt,-12.86,making christmas,1,2006-01-01,0.10800000000000001
2016,['6lack'],0.327,1,2wc4wFgsQUDD79jItn4cHs,-9.244,worst luck,1,2016-11-18,0.16
2007,"['bill mobley', 'mulgrew miller', 'robert hurst', 'eric harland']",0.55,0,499pC27JxKGMh6mYyuRmlT,-15.919,i'm glad there is you,0,2007-10-28,0.0325
2020,['dan + shay'],0.721,0,5ovVcYo2MvjVydFwFyaaqy,-7.127999999999999,i should probably go to bed,1,2020-07-31,0.0365
2014,['bush'],0.4370000000000001,0,7wpYSigAhQeZp3cdsMQ3Af,-11.439,glycerine,1,2014-10-14,0.0326
2000,['beto quintanilla'],0.502,0,3veFAoEa0NqR5bGcUvjq3c,-4.864,juan amaya,0,2000,0.0971
2016,['frank ocean'],0.632,0,73D5hBkiVZkopZrmBZTBWf,-20.55,facebook story,1,2016-08-20,0.685
2000,['los tigrillos'],0.7290000000000001,0,3YGIGjDzgeaqyt7JHuMgJT,-3.7089999999999996,el meneíto,0,2000-04-01,0.055
2007,['daft punk'],0.58,0,1E8S3CSv20KrKT0C1yAjkO,-9.979,television rules the nation / crescendolls,0,2007-11-16,0.0675
2019,['young dolph'],0.9670000000000001,1,2nMWvwPhdi1oUizCfC6QLZ,-5.3020000000000005,tric or treat,1,2019-10-31,0.131
2020,['the weeknd'],0.375,1,3orEOtd8CPL8GFlpRpKuoE,-7.268,faith,1,2020-03-20,0.0729
2008,['nickelback'],0.6629999999999999,0,6wO0vMRAJB0r1lEWBJZNOq,-3.0239999999999996,something in your mouth,1,2008-10-28,0.0575
2018,"['brett young', 'gavin degraw']",0.589,0,4tQhxBKakIwoWZ7tuGBr7d,-6.816,chapters,1,2018-12-07,0.0379
2003,"['outkast', 'sleepy brown']",0.867,0,4TSdgufs5bHUjfS9mJpMSh,-4.851,the way you move (feat. sleepy brown) - radio mix,0,2003-09-23,0.0463
2008,['saving abel'],0.512,1,3pxCXv0NACYfYnLjFcQW5D,-4.146,addicted,1,2008-01-01,0.0338
2016,['zayn'],0.611,1,6dtWKqqdveI3YvdYJQKWWn,-10.743,it's you,1,2016-03-25,0.0357
2012,['daddy yankee'],0.7340000000000001,0,6oyl7ELfrMqXLhGmIjXY9R,-4.638999999999999,lovumba,1,2012-01-01,0.0578
2017,['shawn mendes'],0.555,0,0AS63m1wHv9n4VVRizK6Hc,-4.952,mercy,1,2017-04-20,0.0827
2017,['tyler childers'],0.33299999999999996,0,1XcxubL4Y4U4gxLeIbb8VM,-7.295,tattoos,1,2017-08-04,0.0307
2001,['ice cube'],0.932,1,6lvFwGSTUZQWwqGdRYtcdk,-3.6210000000000004,we be clubbin',0,2001-12-04,0.24600000000000002
2016,['sia'],0.628,0,3S4px9f4lceWdKf0gWciFu,-5.608,cheap thrills,1,2016-10-21,0.105
2005,['shakira'],0.687,0,0OEBOJhSObnFuHuasXdt52,-11.589,dia de enero,1,2005-06-03,0.0792
2017,['taylor swift'],0.7659999999999999,0,1P17dC1amhFzptugyAO7Il,-6.471,look what you made me do,1,2017-11-10,0.12300000000000001
2005,['patrick doyle'],0.389,0,668l1jLhA5t4nYsSIvdPf1,-14.537,the quidditch world cup,0,2005-11-09,0.0563
2006,['melvins'],0.373,0,334dGM2YusM2XejQdldax2,-5.836,a history of bad men,0,2006,0.136
2013,['gypsy jazz caravan'],0.589,0,5UMBoM4CwwFQgLWHZntkBp,-15.917,la vie en rose,0,2013-03-12,0.0579
2016,['bts'],0.5660000000000001,0,6KQSeSPqBa15gMWLO1fdkk,-5.222,begin,1,2016-10-10,0.0444
2001,"['the mouseketeers', 'jimmie dodd']",0.703,0,3RSIUYQxsC6lAE76ctBVku,-13.788,"mickey mouse march - from ""the mickey mouse club""",0,2001-01-01,0.275
2011,['dmx'],0.736,1,4XSgaQfGgJ9FDCcvmOe404,-3.052,party up (up in here) - re-recorded,0,2011-03-08,0.0969
2006,['the icicle works'],0.556,0,1uiktZkzFSVDhp7i73faz2,-9.01,whisper to a scream (birds fly) - single version,0,2006-04-18,0.0949
2020,"['lil baby', '42 dugg']",0.9259999999999999,1,6gxKUmycQX7uyMwJcweFjp,-5.064,we paid (feat. 42 dugg),1,2020-05-01,0.293
2006,"['pharrell williams', 'kanye west']",0.845,1,3r4U9UpHaFurMtq1oCZoAp,-5.619,number one,0,2006-01-01,0.129
2003,['fall out boy'],0.597,0,0dqREqnSQyV4mBwfPdFbLk,-5.192,calm before the storm,0,2003-05-06,0.109
2000,['u2'],0.528,0,3yjGZ9mlBxlGih186finfS,-6.421,walk on,0,2000-01-01,0.0269
2014,['nonpoint'],0.508,0,3uleUeZ5eyYCNGiwcc1Exp,-2.6519999999999997,breaking skin,1,2014-09-30,0.0487
2014,"['matthew ryz', 'rolllend']",0.809,0,3Z5T6oV1oO85DFHZMF4Dfm,-8.787,paco rabanne - original mix,0,2014-12-31,0.0621
2001,['montez de durango'],0.706,0,3RyMIRsvIriBkknRIBR4ZB,-2.8510000000000004,la pava,0,2001-01-01,0.0752
2016,['drake'],0.713,1,5mPSyjLatqB00IkPqRlbTE,-10.027000000000001,pop style,1,2016-05-06,0.12300000000000001
2013,"['pusha t', 'kendrick lamar']",0.529,1,7aK5rlTVxSgcqShPMI1TTH,-3.932,nosetalgia,0,2013-10-31,0.326
2001,['focus'],0.262,0,2uzyiRdvfNI5WxUiItv1y9,-5.537999999999999,hocus pocus,1,2001,0.152
2013,"['justin timberlake', 'jay-z']",0.797,0,4mQVHEjrnuUd7G5IVhSYTk,-4.99,suit & tie (feat. jay z) (feat. jay-z) - [radio edit],1,2013-01-15,0.183
2009,['straight no chaser'],0.748,0,36JTeBkgB8Gl5bUEuFGthU,-8.617,the christmas can-can,0,2009-11-02,0.0935
2013,['the strokes'],0.544,0,3Y4rUyw7XBCK6hGHCOt6rp,-14.779000000000002,"call it fate, call it karma",1,2013-03-25,0.03
2018,['post malone'],0.7979999999999999,1,1D2L6MefbXon28PzIk9I3r,-4.811,92 explorer,1,2018-04-27,0.0476
2012,['plastik b'],0.8079999999999999,0,5B1JGMSXKypMRCvBx4Su1B,-8.339,color - original mix,0,2012-12-31,0.0521
2008,['alan jackson'],0.75,0,5pvqWUXHwUfSH4CC03dPbN,-13.838,1976,0,2008-11-05,0.0296
2001,['cake'],0.7020000000000001,0,7h2VOqNH9yHNAmIXImth4n,-6.854,commissioning a symphony in c,0,2001-07-23,0.0369
2016,"['dj esco', 'future', 'lil uzi vert']",0.96,1,5oyUurs28XRagLa8lgm6V3,-6.992000000000001,too much sauce (feat. future & lil uzi vert),1,2016-08-19,0.0786
2002,"['jay-z', 'beyoncé']",0.759,1,5ljCWsDlSyJ41kwqym2ORw,-5.148,03' bonnie & clyde,1,2002-11-12,0.314
2011,['hot chelle rae'],0.6859999999999999,0,2i0AUcEnsDm3dsqLrFWUCq,-4.977,tonight tonight,1,2011-11-25,0.11900000000000001
2000,['leann rimes'],0.586,0,3ZF6eNlyrQqrx7PuWBMiWN,-6.697,but i do love you,0,2000-08-01,0.043
2008,"[""israel kamakawiwo'ole""]",0.6990000000000001,0,26OjmNri6c4Qt4GrN7lnw7,-14.001,sea of love,0,2008-12-03,0.0335
2005,"['alexander borodin', 'angelina shvachka', 'dmytro popov', 'mykola koval', 'taras shtonda', 'mykola hobdych', 'kiev chamber choir', 'ukraine national radio symphony orchestra', 'theodore kuchar']",0.292,0,4Dcm4KMuDz0l01weeSpD4J,-14.96,prince igor (knyaz igor): act ii: polovtsian dances - ulyetay na kril'yahk vyetra (fly away on the wings of the wind) (version for chorus),0,2005-08-01,0.0385
2005,['silversun pickups'],0.598,0,7KBGSSpk34PRiBjM10YWwF,-7.691,kissing families,0,2005-07-26,0.0281
2015,['travis scott'],0.507,1,0IabpxMpUV7waD7U4uDIMJ,-8.531,impossible,1,2015-09-04,0.171
